,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,477.9,0.0,30.91,0.0
1,476.5,0.0,30.82,0.0
2,475.9,0.0,30.79,0.0
3,638.9,0.0,30.76,0.0
4,475.5,0.0,30.76,0.0
5,476.2,0.0,30.8,0.0
6,567.9,0.0,30.89,0.0
7,1275.2,0.0,26.69,0.0
8,1279.1,0.0,26.77,0.0
9,1283.5,0.0,27.01,0.0
10,1285.7,0.0,27.05,0.0
11,1287.4,0.0,27.09,0.0
12,565.5,0.0,27.13,0.0
13,1288.1,0.0,27.1,0.0
14,1287.2,0.0,27.09,0.0
15,494.2,0.0,31.3,0.0
16,578.6,0.0,31.48,0.0
17,580.9,0.0,31.6,0.0
18,581.9,0.0,31.69,0.0
19,580.7,0.0,31.6,0.0
20,578.2,0.0,31.45,0.0
21,595.4,0.0,32.8,0.0
22,592.0,0.0,32.6,0.0
23,588.5,0.0,32.41,0.0
24,488.8,0.0,32.08,0.0
25,524.2,0.0,32.03,0.0
26,487.8,0.0,32.02,0.0
27,474.8,0.0,31.93,0.0
28,525.1,0.0,32.09,0.0
29,490.7,0.0,32.2,0.0
30,644.4,0.0,32.49,0.0
31,563.1,0.0,27.67,0.0
32,564.6,0.0,27.74,0.0
33,565.6,0.0,27.8,0.0
34,566.6,0.0,27.85,0.0
35,567.4,0.0,27.88,0.0
36,567.4,0.0,27.89,0.0
37,566.8,0.0,27.85,0.0
38,566.9,0.0,27.86,0.0
39,599.6,0.0,33.16,0.0
40,604.4,0.0,34.71,0.0
41,608.0,0.0,34.91,0.0
42,604.3,0.0,33.42,0.0
43,598.1,0.0,33.08,0.0
44,595.2,0.0,32.92,0.0
45,534.6,0.0,30.5,0.0
46,492.7,0.0,30.32,0.0
47,490.3,0.0,30.17,0.0
48,527.1,0.0,30.07,0.0
49,480.0,0.0,30.03,0.0
50,479.7,0.0,30.01,0.0
51,526.3,0.0,30.03,0.0
52,527.4,0.0,30.09,0.0
53,530.4,0.0,30.26,0.0
54,490.6,0.0,30.64,0.0
55,475.7,0.0,30.81,0.0
56,1390.4,0.0,30.68,0.0
57,1388.3,0.0,30.63,0.0
58,489.4,0.0,30.62,0.0
59,1388.2,0.0,30.63,0.0
60,489.9,0.0,30.65,0.0
61,481.9,0.0,30.54,0.0
62,594.5,0.0,30.65,0.0
63,494.4,0.0,31.06,0.0
64,680.1,0.0,32.45,0.0
65,506.7,0.0,33.41,0.0
66,397.4,0.0,32.51,0.0
67,675.2,0.0,31.43,0.0
68,672.4,0.0,31.12,0.0
69,1389.5,0.0,30.04,0.0
70,669.7,0.0,29.86,0.0
71,507.0,0.0,29.72,0.0
72,501.8,0.0,29.62,0.0
73,1360.4,0.0,29.57,0.0
74,487.5,0.0,29.55,0.0
75,1360.1,0.0,29.57,0.0
76,480.6,0.0,29.62,0.0
77,494.3,0.0,29.79,0.0
78,508.8,0.0,30.03,0.0
79,1270.3,0.0,30.21,0.0
80,565.1,0.0,27.59,0.0
81,1268.0,0.0,27.11,0.0
82,593.9,0.0,27.12,0.0
83,565.2,0.0,27.16,0.0
84,565.9,0.0,27.19,0.0
85,565.7,0.0,27.18,0.0
86,566.0,0.0,27.2,0.0
87,1396.8,0.0,30.49,0.0
88,0.0,0.0,30.83,0.0
89,686.0,0.0,34.09,0.0
90,630.8,0.0,31.46,0.0
91,504.1,0.0,30.44,0.0
92,501.9,0.0,30.18,0.0
93,499.3,0.0,31.45,0.0
94,496.4,0.0,31.26,0.0
95,485.5,0.0,31.11,0.0
96,491.9,0.0,31.01,0.0
97,483.2,0.0,30.97,0.0
98,482.9,0.0,30.95,0.0
99,483.2,0.0,30.97,0.0
100,484.2,0.0,31.03,0.0
101,486.9,0.0,31.21,0.0
102,491.2,0.0,31.48,0.0
103,483.6,0.0,28.37,0.0
104,0.0,0.0,1.63,0.0
105,0.0,0.0,1.62,0.0
106,0.0,0.0,1.63,0.0
107,0.0,0.0,1.63,0.0
108,0.0,0.0,1.63,0.0
109,0.0,0.0,1.61,0.0
110,0.0,0.0,1.63,0.0
111,485.4,0.0,31.73,0.0
112,499.2,0.0,32.13,0.0
113,512.5,0.0,33.27,0.0
114,491.7,0.0,32.89,0.0
115,497.1,0.0,31.99,0.0
116,495.1,0.0,31.87,0.0
117,500.9,0.0,33.97,0.0
118,498.3,0.0,33.76,0.0
119,495.8,0.0,33.59,0.0
120,494.1,0.0,33.48,0.0
121,493.4,0.0,33.43,0.0
122,493.1,0.0,33.41,0.0
123,493.5,0.0,33.43,0.0
124,494.2,0.0,33.51,0.0
125,497.0,0.0,33.7,0.0
126,493.3,0.0,34.15,0.0
127,505.1,0.0,34.22,0.0
128,505.2,0.0,34.23,0.0
129,504.2,0.0,34.16,0.0
130,503.4,0.0,34.14,0.0
131,503.6,0.0,34.15,0.0
132,495.7,0.0,34.17,0.0
133,503.7,0.0,34.16,0.0
134,504.1,0.0,34.18,0.0
135,488.3,0.0,34.34,0.0
136,0.0,0.0,468.96,0.0
137,516.5,0.0,1727.48,0.0
138,682.2,0.0,35.98,0.0
139,649.8,0.0,35.35,0.0
140,513.2,0.0,34.26,0.0
141,649.0,0.0,36.24,0.0
142,558.9,0.0,35.89,0.0
143,556.5,0.0,35.74,0.0
144,555.7,0.0,35.69,0.0
145,554.0,0.0,35.58,0.0
146,553.7,0.0,35.56,0.0
147,553.5,0.0,35.55,0.0
148,553.8,0.0,35.56,0.0
149,641.2,0.0,35.65,0.0
150,643.6,0.0,35.79,0.0
151,591.4,0.0,33.41,0.0
152,593.9,0.0,33.9,0.0
153,596.2,0.0,34.04,0.0
154,597.6,0.0,34.12,0.0
155,654.2,0.0,36.37,0.0
156,655.0,0.0,36.42,0.0
157,566.2,0.0,35.87,0.0
158,653.7,0.0,36.35,0.0
159,566.5,0.0,36.38,0.0
160,668.7,0.0,39.23,0.0
161,679.1,0.0,346.19,0.0
162,557.8,0.0,655.35,0.0
163,1474.3,0.0,39.21,0.0
