,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,517.3,461.8,20.03,101.0
1,1148.1,495.5,20.01,100.6
2,1146.9,480.2,19.99,98.8
3,1146.2,495.0,19.97,101.4
4,515.7,495.8,19.97,102.5
5,1147.4,482.4,20.0,102.0
6,1148.9,488.1,20.02,102.3
7,0.0,344.3,0.01,0.9
8,0.0,331.2,0.0,0.4
9,0.0,317.3,0.0,0.4
10,0.0,306.7,0.0,0.4
11,0.0,304.5,0.0,0.4
12,0.0,314.7,0.0,0.7
13,0.0,311.6,0.0,0.9
14,0.0,316.4,0.0,0.6
15,486.5,396.0,19.42,1.0
16,494.9,528.5,22.59,104.1
17,491.2,498.5,22.64,106.1
18,1170.7,543.3,22.65,107.3
19,1169.3,507.5,22.62,104.8
20,1167.1,523.9,22.58,103.2
21,1163.5,465.5,22.51,102.0
22,1159.6,523.7,22.44,101.4
23,1155.2,523.8,22.02,102.6
24,1153.3,510.2,21.99,102.2
25,1153.9,536.5,22.0,102.3
26,1154.6,528.6,22.01,102.3
27,1156.3,523.6,22.04,102.4
28,1159.7,526.4,22.11,102.8
29,487.1,487.5,22.19,103.2
30,1166.9,496.1,22.25,105.2
31,0.0,338.9,0.0,0.7
32,0.0,321.1,0.0,1.0
33,0.0,322.6,0.0,1.0
34,0.0,319.6,0.0,1.1
35,0.0,340.1,0.0,1.2
36,0.0,395.6,0.0,1.2
37,0.0,316.7,0.0,1.1
38,0.0,330.5,0.0,0.8
39,1184.8,529.5,26.49,26.1
40,539.3,421.3,1687.08,239.0
41,569.4,510.4,1573.42,236.9
42,396.6,505.3,37.13,238.3
43,598.4,513.2,36.99,243.8
44,596.6,517.0,36.88,247.1
45,594.7,485.5,36.76,253.3
46,493.3,474.6,36.68,257.1
47,1195.9,576.3,37.07,275.7
48,390.7,576.5,36.6,296.2
49,390.7,574.1,36.6,313.1
50,1204.5,573.5,37.08,314.2
51,1198.1,576.2,37.14,302.3
52,393.4,571.6,37.29,286.6
53,581.8,548.3,37.57,269.8
54,968.7,540.4,37.65,269.2
55,1293.0,509.1,29.02,42.6
56,1205.3,291.5,24.09,18.9
57,1226.5,276.9,24.05,21.4
58,661.9,284.9,24.03,21.8
59,661.3,301.0,24.01,23.4
60,660.6,259.0,23.88,22.0
61,574.6,239.7,23.44,21.1
62,1222.7,266.8,23.47,17.4
63,536.1,519.2,31.07,53.4
64,836.1,760.8,2887.7,101.8
65,810.2,770.1,2903.11,251.2
66,820.6,734.3,1456.66,248.5
67,396.9,720.9,228.52,247.2
68,687.8,702.2,38.95,237.5
69,811.1,738.8,38.8,219.9
70,808.9,758.1,38.69,189.8
71,796.1,710.6,37.52,189.0
72,795.2,718.7,37.47,188.5
73,795.0,711.7,37.46,188.3
74,791.8,724.7,37.48,188.6
75,796.7,685.0,37.55,188.7
76,803.2,696.7,37.86,186.2
77,817.3,696.1,39.46,183.2
78,817.7,663.0,406.42,181.4
79,0.0,290.1,0.01,33.6
80,0.0,224.0,0.0,17.9
81,0.0,274.7,1.42,19.1
82,0.0,250.3,1.41,20.5
83,0.0,241.7,1.41,21.2
84,0.0,242.8,1.41,20.6
85,0.0,205.9,1.36,18.8
86,0.0,238.4,1.38,18.3
87,530.6,516.4,29.56,46.7
88,820.3,642.7,683.52,102.0
89,396.7,642.1,481.17,199.5
90,394.7,620.4,37.61,202.9
91,0.0,627.1,37.47,203.1
92,519.0,603.1,37.34,202.1
93,0.0,569.1,37.17,183.3
