,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,0.0,284.2,0.0,0.0
1,0.0,288.4,0.0,0.0
2,0.0,381.8,0.0,0.0
3,0.0,333.6,0.0,0.0
4,0.0,269.4,0.0,0.0
5,0.0,246.7,0.0,0.0
6,0.0,285.1,0.0,0.0
7,0.0,277.0,0.0,0.0
8,0.0,272.5,0.0,0.0
9,0.0,281.3,0.0,0.0
10,0.0,272.5,0.0,0.0
11,0.0,232.9,0.0,0.0
12,0.0,201.9,0.0,0.0
13,0.0,219.5,0.0,0.1
14,0.0,225.3,0.0,0.0
15,0.0,209.5,0.0,0.0
16,0.0,191.7,0.0,0.1
17,0.0,194.9,0.0,0.0
18,0.0,192.7,0.0,0.1
19,0.0,187.6,0.0,0.0
20,0.0,187.1,0.0,0.0
21,0.0,186.1,0.0,0.0
22,0.0,188.7,0.0,0.0
23,0.0,166.3,0.0,0.1
24,0.0,219.2,0.0,0.0
25,0.0,200.6,0.0,0.0
26,0.0,190.1,0.0,0.1
27,0.0,198.7,0.0,0.0
28,0.0,172.2,0.0,0.1
29,0.0,165.3,0.0,0.0
30,0.0,187.6,0.0,0.0
31,0.0,179.0,0.0,0.0
32,0.0,203.2,0.0,0.0
33,0.0,261.9,0.0,0.0
34,0.0,171.9,0.0,0.0
35,0.0,155.2,0.0,0.0
36,0.0,172.5,0.0,0.0
37,0.0,166.7,0.0,0.0
38,0.0,181.5,0.0,0.0
39,488.8,171.6,1.91,0.7
40,0.0,170.4,3.19,0.7
41,389.6,165.8,0.85,0.6
42,0.0,210.7,0.0,0.0
43,0.0,219.5,0.0,0.0
44,0.0,199.5,0.0,0.0
45,0.0,191.9,0.0,0.0
46,0.0,240.6,0.0,0.0
47,0.0,245.1,0.0,0.0
48,0.0,248.5,0.0,0.0
49,0.0,281.7,0.0,0.0
50,0.0,365.9,0.0,0.0
51,0.0,338.2,0.0,0.0
52,0.0,305.6,0.0,0.0
53,0.0,305.8,0.0,0.0
54,0.0,287.4,0.0,0.0
55,0.0,270.5,0.0,0.0
56,0.0,207.4,0.0,0.0
57,0.0,193.8,0.0,0.0
58,0.0,205.3,0.0,0.0
59,0.0,208.2,0.0,0.0
60,0.0,208.8,0.0,0.0
61,0.0,229.1,0.0,0.0
62,0.0,224.7,0.0,0.0
63,0.0,216.6,0.0,0.0
64,0.0,203.7,0.0,0.0
65,0.0,185.0,0.0,0.0
66,0.0,152.7,0.0,0.0
67,0.0,247.9,0.0,0.0
68,0.0,274.1,0.0,0.0
69,0.0,225.1,0.0,0.0
70,0.0,220.4,0.0,0.0
71,0.0,223.7,0.0,0.0
72,0.0,311.6,0.0,0.0
73,0.0,338.3,0.0,0.0
74,0.0,358.9,0.0,0.0
75,0.0,249.3,0.0,0.0
76,0.0,248.9,0.0,0.0
77,0.0,215.2,0.0,0.0
78,0.0,219.7,0.0,0.0
79,0.0,213.5,0.0,0.0
80,0.0,234.0,0.0,0.0
81,0.0,193.2,0.0,0.0
82,0.0,182.3,0.0,0.0
83,0.0,177.1,0.0,0.0
84,0.0,175.5,0.0,0.0
85,0.0,180.0,0.0,0.0
86,0.0,178.8,0.0,0.0
87,0.0,191.2,0.0,0.0
88,0.0,231.2,0.0,0.0
89,0.0,195.3,0.0,0.0
90,0.0,152.8,0.0,0.0
91,0.0,192.3,0.0,0.0
92,0.0,208.7,0.0,0.0
93,0.0,229.0,0.0,0.0
94,0.0,258.4,0.0,0.0
95,0.0,250.4,0.0,0.0
96,0.0,240.6,0.0,0.0
97,0.0,248.7,0.0,0.0
98,0.0,273.1,0.0,0.0
99,0.0,278.5,0.0,0.0
100,0.0,266.2,0.0,0.0
101,0.0,250.7,0.0,0.0
102,0.0,233.8,0.0,0.0
103,0.0,228.2,0.0,0.0
104,0.0,307.4,0.0,0.0
105,0.0,165.5,0.0,0.0
106,0.0,167.5,0.0,0.0
107,0.0,161.6,0.0,0.0
108,0.0,165.1,0.0,0.0
109,0.0,170.3,0.0,0.0
110,0.0,175.1,0.0,0.0
111,0.0,165.8,0.0,0.0
112,0.0,195.3,0.0,0.0
113,0.0,186.6,0.0,0.0
114,0.0,191.2,0.0,0.0
115,0.0,210.6,0.0,0.0
116,0.0,206.7,0.0,0.0
117,0.0,194.8,0.0,0.0
118,0.0,308.8,0.0,0.0
119,0.0,228.9,0.0,0.0
120,0.0,273.3,0.0,0.0
121,0.0,241.3,0.0,0.0
122,0.0,297.7,0.0,0.0
123,0.0,267.2,0.0,0.0
124,0.0,224.3,0.0,0.0
125,0.0,207.2,0.0,0.0
126,0.0,233.8,0.0,0.0
127,0.0,215.7,0.0,0.0
128,0.0,147.1,0.0,0.0
129,0.0,173.2,0.0,0.0
130,0.0,150.8,0.0,0.0
131,0.0,181.0,0.0,0.0
