,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,0.0,6.7,0.0,30.3
1,0.0,6.4,0.0,25.6
2,0.0,11.2,-0.0,25.6
3,0.0,12.5,0.0,25.7
4,0.0,11.2,0.0,26.8
5,0.0,14.3,0.0,25.8
6,0.0,6.2,0.0,25.9
7,0.0,3.2,0.0,26.8
8,0.0,3.4,0.0,33.8
9,0.0,1.5,0.0,31.9
10,0.0,2.6,0.0,27.1
11,0.0,2.8,0.0,25.8
12,0.0,1.9,0.0,28.3
13,0.0,1.5,0.0,28.2
14,0.0,1.7,0.0,29.3
15,0.0,0.5,0.0,31.3
16,0.0,16.3,0.51,42.8
17,1109.6,16.5,27.88,36.8
18,544.6,9.8,28.02,32.3
19,1186.0,2.4,25.5,30.0
20,0.0,0.3,0.76,28.7
21,0.0,0.0,0.51,28.2
22,0.0,0.2,0.44,27.6
23,0.0,13.4,0.0,27.7
24,0.0,17.4,0.0,28.3
25,0.0,18.3,0.0,29.3
26,0.0,14.0,0.0,31.2
27,0.0,13.5,0.0,33.3
28,1230.1,14.8,17.8,35.2
29,1233.9,18.4,18.8,43.5
30,1349.2,12.2,29.76,44.7
31,485.1,15.3,21.04,44.1
32,481.5,32.0,15.57,39.1
33,496.3,42.5,15.83,46.7
34,10.2,48.5,10.13,51.2
35,1240.1,54.2,18.74,57.1
36,478.4,87.8,18.72,59.2
37,475.7,45.2,15.84,55.5
38,493.1,49.9,15.69,56.4
39,548.5,168.0,25.63,61.1
40,542.4,246.9,34.62,320.3
41,1236.7,213.3,65.67,389.9
42,1242.7,236.5,69.77,351.5
43,546.5,217.5,41.11,337.7
44,546.5,195.2,41.4,339.6
45,546.0,184.9,41.06,382.6
46,580.9,186.4,36.13,402.2
47,579.9,364.0,39.02,345.0
48,568.4,293.8,37.21,286.7
49,563.7,268.0,33.8,245.4
50,543.0,189.9,31.3,200.1
51,1016.8,148.2,30.6,175.9
52,550.7,160.8,29.88,168.7
53,628.6,137.4,32.77,145.1
54,1441.6,128.9,33.45,116.6
55,495.1,57.0,28.32,79.2
56,0.0,40.9,0.0,1.2
57,0.0,53.3,0.01,2.1
58,0.0,58.4,0.0,0.8
59,0.0,17.3,0.0,0.0
60,0.0,6.9,0.0,0.1
61,0.0,4.8,0.0,0.0
62,0.0,5.1,0.0,0.0
63,0.0,4.8,0.0,0.0
64,0.0,6.1,0.0,0.7
65,0.0,16.0,0.0,2.3
66,0.0,22.5,0.0,4.6
67,0.0,21.1,0.0,1.9
68,0.0,19.4,0.0,1.3
69,0.0,17.4,0.0,1.2
70,0.0,11.0,0.0,0.0
71,0.0,8.3,0.0,12.9
72,0.0,7.0,0.0,13.0
73,0.0,9.0,0.0,13.0
74,0.0,7.0,0.0,13.1
75,0.0,6.6,0.0,13.6
76,0.0,7.3,0.0,14.2
77,0.0,11.8,0.0,15.7
78,1248.2,42.3,24.96,33.8
79,531.1,65.4,30.13,37.5
80,1247.2,57.9,25.94,40.1
81,1252.3,88.3,25.95,68.9
82,1249.6,115.0,25.89,68.6
83,1242.7,86.4,25.77,38.2
84,1245.7,67.2,23.36,37.8
85,488.1,35.8,21.77,32.1
86,10.0,43.8,8.78,31.2
87,1234.9,25.8,21.75,31.4
88,488.1,73.5,27.25,138.7
89,533.4,28.1,32.57,122.8
90,1287.9,35.3,28.64,104.7
91,1020.6,18.1,27.74,97.4
92,1021.5,29.4,27.71,96.1
93,831.2,46.0,28.17,103.1
94,1008.8,70.1,27.62,127.8
95,538.3,161.3,27.43,150.9
96,537.1,133.5,27.95,178.6
97,545.9,132.6,31.16,227.9
98,518.9,112.2,31.92,244.4
99,541.8,92.7,32.31,249.3
100,521.5,80.1,32.36,236.6
101,569.3,51.6,34.71,286.9
102,582.0,127.1,38.74,286.6
103,557.3,132.8,35.23,288.7
104,1261.3,171.3,26.18,159.0
105,477.7,171.0,21.05,112.5
106,1239.6,196.5,21.02,121.0
107,479.5,200.3,20.99,123.8
108,475.9,192.0,20.97,123.6
109,9.8,176.9,9.45,114.6
110,10.1,168.0,9.06,115.6
111,1234.8,231.2,20.94,122.6
112,1037.0,222.3,28.73,255.1
113,1326.4,73.1,43.27,241.1
114,1355.4,52.6,34.92,231.7
115,560.3,48.1,32.46,209.8
116,551.5,134.1,31.03,177.0
117,1012.6,90.7,28.5,165.3
118,1249.6,24.2,25.93,113.3
119,612.7,28.2,8.73,45.4
120,0.0,21.3,0.0,0.0
121,0.0,15.2,0.0,0.0
122,0.0,12.4,0.0,0.0
123,0.0,10.9,0.0,0.0
124,0.0,11.7,0.0,0.0
125,0.0,12.0,0.0,0.0
126,0.0,16.7,0.0,1.8
127,0.0,31.1,0.0,2.1
128,0.0,19.0,0.0,0.0
129,0.0,15.6,0.0,2.8
130,0.0,25.1,0.0,3.8
131,0.0,20.7,0.0,3.2
132,0.0,13.7,0.0,1.0
133,0.0,12.2,0.0,0.0
134,0.0,10.6,0.0,0.0
135,0.0,10.1,0.0,0.0
136,0.0,15.9,0.0,0.0
137,0.0,30.6,0.0,3.9
138,0.0,24.2,0.0,1.4
139,0.0,23.3,0.0,0.0
140,0.0,22.4,0.0,0.0
141,0.0,11.4,0.0,0.0
142,0.0,3.3,0.0,0.0
143,0.0,15.5,0.0,0.0
144,0.0,16.4,0.0,0.0
145,0.0,16.6,0.0,0.0
146,0.0,29.4,0.0,0.0
147,0.0,27.3,0.0,0.0
148,0.0,32.7,0.0,0.0
149,0.0,24.0,0.0,0.0
150,0.0,18.5,0.0,0.0
151,0.0,22.8,0.0,0.0
152,0.0,20.0,0.0,0.0
153,0.0,53.3,0.0,0.7
154,1241.8,67.9,23.07,2.0
155,491.1,91.3,24.84,3.3
156,556.0,108.3,25.28,3.9
157,561.1,104.6,25.22,4.0
158,478.5,112.0,25.55,4.3
159,583.0,121.9,27.79,177.7
160,573.0,201.4,34.96,322.1
161,811.2,182.3,62.21,371.1
162,536.8,175.4,36.14,362.0
163,562.9,161.2,35.6,344.5
164,562.2,128.4,35.54,366.6
165,561.3,127.6,35.48,415.7
166,555.1,168.9,35.04,451.4
167,539.4,245.1,34.06,408.5
168,519.6,218.2,35.66,348.4
169,1030.6,169.7,29.63,308.2
170,560.7,152.1,29.03,308.8
171,1005.7,156.5,28.28,314.1
172,996.1,160.7,28.16,260.3
173,553.4,173.3,29.13,254.0
174,544.3,199.1,30.24,234.2
175,1034.8,123.6,29.31,210.9
176,543.4,117.0,27.13,178.9
177,474.6,142.2,26.63,196.6
178,532.7,109.0,26.04,177.1
179,1241.2,102.4,25.39,99.3
180,1234.0,99.4,23.61,94.9
181,1233.7,97.5,23.59,88.3
182,522.6,81.4,23.58,90.4
183,1233.3,85.3,23.58,89.9
184,490.6,79.9,27.22,191.2
185,1017.9,98.8,28.11,200.2
186,490.3,51.8,27.47,150.1
187,486.5,45.3,27.2,144.0
188,1256.7,31.0,26.56,107.3
189,530.0,13.7,13.4,51.0
190,614.9,0.2,6.77,41.2
191,0.0,0.0,0.0,37.2
192,0.0,0.0,0.0,34.6
193,0.0,0.0,0.0,34.3
194,0.0,0.2,0.0,34.9
195,0.0,0.0,0.0,36.1
196,0.0,0.6,0.0,37.9
197,0.0,0.8,0.0,40.4
198,1254.8,6.4,25.99,69.2
199,653.9,25.8,26.54,72.0
200,1280.1,24.4,26.06,70.9
201,1190.4,25.9,26.37,75.1
202,1336.7,28.9,26.11,79.3
203,541.3,26.7,26.08,83.6
204,1244.4,16.7,25.81,46.7
205,1041.8,12.7,25.2,46.3
206,1247.8,22.8,25.04,48.8
207,1261.4,47.2,26.13,86.7
208,547.0,28.0,28.69,78.0
209,803.3,34.4,47.15,83.8
210,552.4,39.0,33.8,80.6
211,696.0,37.2,31.97,79.5
212,552.8,36.4,29.34,76.5
213,1261.0,30.1,26.26,73.1
214,479.4,24.7,25.8,41.2
215,471.0,7.8,24.75,38.3
216,614.0,19.8,12.45,37.2
217,613.2,7.1,8.37,21.8
218,613.0,3.0,1.65,21.2
219,613.2,3.2,0.3,20.3
220,0.0,3.1,0.13,19.6
221,0.0,1.9,0.0,19.5
222,621.6,0.7,8.49,20.3
223,623.6,8.1,8.65,19.9
224,0.0,0.5,0.0,18.3
225,0.0,0.7,0.0,21.3
226,0.0,0.4,0.0,19.6
227,0.0,0.8,0.0,17.3
228,0.0,0.2,0.0,16.2
229,0.0,0.2,0.0,15.9
230,0.0,0.2,0.0,15.9
231,0.0,0.0,0.0,16.1
232,0.0,1.1,0.0,17.7
233,841.4,43.8,59.92,55.4
234,903.7,50.1,35.11,50.6
235,569.7,29.1,31.75,49.9
236,837.8,26.4,30.58,49.8
237,552.5,23.3,28.63,49.7
238,471.5,17.2,26.12,52.8
239,10.1,19.3,8.55,20.6
240,615.2,0.1,5.64,1.3
241,614.7,0.0,1.04,0.3
242,614.7,0.1,0.48,0.0
243,615.2,0.2,0.5,0.0
244,10.1,0.2,8.53,0.0
245,619.4,4.2,8.57,0.0
246,1365.2,7.9,29.62,4.8
247,1261.3,2.1,24.45,4.1
248,0.0,20.0,0.0,0.0
249,0.0,17.2,0.0,0.0
250,0.0,23.2,0.0,0.9
251,0.0,22.1,0.0,0.0
252,0.0,20.5,0.0,0.0
253,0.0,17.9,0.0,0.0
254,0.0,13.8,0.0,0.0
255,0.0,14.5,0.0,0.0
256,0.0,21.4,0.0,0.7
257,0.0,19.9,0.0,2.3
258,0.0,26.7,0.0,0.0
259,0.0,29.4,0.0,0.0
260,0.0,25.6,0.0,0.0
261,0.0,25.8,0.0,0.0
262,0.0,18.1,0.0,0.0
263,0.0,52.5,0.0,0.0
264,0.0,38.5,0.0,0.0
265,0.0,35.2,0.0,0.0
266,0.0,34.1,0.0,0.0
267,0.0,38.9,0.0,0.0
268,0.0,46.4,0.0,0.0
269,0.0,45.2,0.0,1.1
270,625.6,26.6,8.68,4.3
271,559.6,24.5,5.22,4.2
272,0.0,23.4,0.0,0.0
273,0.0,28.3,0.0,0.0
274,0.0,26.4,0.0,0.0
275,0.0,23.6,0.0,0.0
