,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,473.1,315.0,27.09,186.2
1,472.8,334.8,27.08,201.3
2,473.1,327.9,27.1,211.8
3,473.6,329.1,27.13,213.0
4,474.4,322.1,27.17,207.0
5,1178.3,321.4,27.24,208.8
6,1181.1,296.1,27.3,206.0
7,485.4,218.7,24.26,136.6
8,10.0,16.9,8.71,24.6
9,9.8,22.5,8.69,21.0
10,9.7,25.9,8.66,25.1
11,9.8,37.6,8.66,12.9
12,9.7,33.1,8.65,12.1
13,9.8,24.7,8.52,11.0
14,9.7,32.4,8.52,7.6
15,9.7,76.9,8.7,21.8
16,487.3,312.2,26.42,116.0
17,530.1,279.6,27.08,126.9
18,1081.6,273.9,27.08,124.1
19,1080.4,283.3,27.05,126.2
20,1077.9,287.9,26.99,122.8
21,1075.0,294.0,26.92,123.4
22,1269.7,313.9,26.83,125.3
23,1266.2,331.3,26.76,135.3
24,1162.8,392.8,25.1,124.8
25,469.0,395.7,24.55,125.3
26,1144.8,389.1,24.97,125.9
27,1179.2,373.9,25.76,126.1
28,1074.2,289.9,28.08,128.4
29,1080.0,264.8,28.23,134.7
30,1090.3,254.4,28.34,138.7
31,1086.1,97.2,28.39,109.9
32,9.9,20.3,9.48,22.6
33,10.1,16.7,9.13,28.2
34,10.1,19.3,9.13,32.0
35,10.1,23.2,9.12,33.7
36,10.1,19.4,9.11,34.1
37,9.8,26.2,9.1,32.6
38,9.8,28.4,8.88,32.1
39,9.8,70.7,9.48,40.3
40,1279.7,377.2,32.9,225.0
41,1178.0,361.2,36.06,203.0
42,824.6,319.1,51.13,193.5
43,618.8,317.1,49.06,197.6
44,617.4,323.3,35.8,204.5
45,615.7,338.6,35.69,219.9
46,613.8,372.2,35.58,226.8
47,1189.7,409.9,33.64,171.4
48,1189.9,424.9,33.19,179.0
49,589.8,436.7,32.59,187.0
50,1182.7,449.2,32.53,186.5
51,592.6,456.8,32.91,192.6
52,1192.7,385.7,34.13,210.0
53,1448.3,331.2,36.04,224.8
54,565.2,344.6,380.57,223.2
55,626.6,245.4,37.6,159.3
56,570.2,28.2,26.69,68.6
57,482.2,44.0,23.22,81.2
58,487.8,47.3,23.17,84.8
59,480.0,51.3,23.12,86.3
60,486.1,43.6,23.09,85.7
61,10.0,49.5,9.06,82.4
62,0.0,56.9,1.63,83.3
63,487.6,90.6,23.18,98.2
64,1328.8,339.8,38.23,247.7
65,814.4,350.9,1512.3,209.8
66,832.6,345.5,1405.1,213.3
67,750.3,334.9,796.36,209.1
68,993.4,320.4,215.26,192.7
69,809.0,369.2,41.17,220.0
70,1221.6,374.3,38.47,197.5
71,1300.4,376.5,36.51,233.4
72,1229.4,434.4,35.44,237.9
73,1230.3,426.7,35.47,241.4
74,1258.6,412.8,35.52,254.0
75,1262.0,389.1,36.05,280.4
76,648.6,385.8,802.61,287.7
77,12.0,342.9,2617.27,293.1
78,671.8,319.7,3349.48,289.1
79,573.2,267.9,42.01,253.9
80,615.0,62.0,29.36,126.4
81,1236.1,65.4,26.99,103.0
82,554.1,62.9,26.85,108.1
83,551.8,62.9,26.74,113.2
84,550.4,62.7,26.68,113.4
85,497.7,55.2,24.28,107.0
86,492.5,67.0,22.41,106.3
87,1280.8,70.4,27.16,130.5
88,560.6,367.9,36.03,348.5
89,1222.5,323.5,1018.62,287.9
90,666.4,309.3,650.46,272.3
91,644.9,313.4,37.83,267.0
92,1299.5,340.0,36.86,220.0
93,1293.6,382.1,36.69,224.7
94,1217.1,448.4,35.5,183.9
95,1330.2,440.2,32.57,187.6
96,1244.7,402.5,31.31,196.2
97,496.3,416.2,31.28,192.3
98,590.3,413.4,31.28,190.0
99,1224.9,415.8,31.33,194.1
100,1282.3,410.1,31.9,208.8
101,1303.2,409.8,33.26,200.8
102,1398.2,343.1,36.61,187.3
103,560.0,243.4,35.18,125.7
104,543.3,62.1,26.72,77.2
105,9.9,44.3,8.98,83.5
106,480.3,50.1,8.94,88.6
107,9.8,58.3,8.92,91.1
108,9.8,57.5,8.91,89.6
109,9.8,59.3,8.83,87.6
110,0.0,49.5,1.72,87.5
111,10.1,67.9,8.91,103.7
112,572.3,365.9,31.02,244.7
113,1397.9,298.5,33.78,252.0
114,1041.4,303.2,45.13,212.5
115,1303.5,295.4,33.9,240.5
116,0.0,305.1,33.67,296.9
117,1360.2,319.2,33.55,298.3
118,1341.9,348.4,32.83,267.9
119,1269.4,405.1,32.4,269.6
120,1145.4,396.7,31.33,272.1
121,1145.5,408.9,31.33,263.6
122,1146.7,411.2,31.36,260.6
123,1229.4,371.7,31.69,256.2
124,1191.7,355.9,32.09,251.9
125,1270.3,342.2,33.28,247.2
126,1195.8,330.2,35.85,243.2
127,1162.7,240.6,34.2,215.1
128,491.0,17.8,22.58,43.9
129,9.9,33.2,9.05,64.0
130,9.8,29.2,9.01,65.6
131,476.2,38.2,8.99,65.5
132,10.1,40.8,8.91,64.0
133,9.8,53.2,8.7,61.2
134,0.0,42.6,1.69,50.1
135,475.1,37.5,8.97,64.8
136,538.7,295.0,28.69,146.0
137,1288.3,267.6,30.01,167.6
138,1235.2,267.1,29.96,162.5
139,542.1,275.4,29.15,160.0
140,541.3,275.7,28.92,161.0
141,1217.8,331.7,28.85,171.0
142,553.9,373.8,27.99,169.6
143,524.0,373.5,26.85,169.8
144,474.4,371.1,26.23,164.2
145,489.2,369.8,25.24,159.2
146,472.7,383.3,24.74,158.2
147,489.8,380.1,25.43,159.9
148,466.4,382.3,25.61,164.9
149,488.8,385.9,27.23,172.9
150,1104.3,369.4,28.33,197.4
151,1189.4,253.7,26.56,152.0
152,546.5,29.9,21.13,40.5
153,494.3,29.3,20.84,50.1
154,470.5,26.2,21.05,49.0
155,543.6,37.9,21.01,52.5
156,543.0,38.4,20.99,49.6
157,542.3,31.3,20.96,44.9
158,542.2,36.5,20.96,43.2
159,468.8,59.0,21.43,50.3
160,1101.3,326.8,29.61,132.1
161,1193.2,266.2,31.43,139.4
162,548.8,265.8,32.26,122.9
163,1191.8,270.0,31.31,116.9
164,1211.8,285.1,30.61,130.1
165,1121.6,293.7,30.53,137.2
166,1204.5,334.1,30.42,160.9
167,1176.3,403.6,29.3,170.8
168,567.6,394.1,28.09,181.3
169,1227.8,399.2,27.36,166.4
170,1237.2,396.3,27.22,169.1
171,1232.3,400.7,27.65,182.6
172,1075.1,424.4,28.13,198.6
173,474.7,395.5,29.47,192.9
174,1124.3,331.5,30.75,181.1
175,1179.1,262.0,29.73,149.8
176,535.4,38.7,24.52,57.4
177,1238.2,51.9,24.1,53.3
178,524.5,62.2,24.03,54.0
179,524.5,50.6,24.17,54.5
180,540.8,65.4,24.49,55.4
181,540.5,68.8,24.48,59.8
182,540.5,81.2,24.48,64.4
183,1173.1,150.0,26.09,80.4
184,542.9,364.7,32.49,290.1
185,702.9,310.5,34.83,222.9
186,596.4,303.3,38.39,197.2
187,1479.0,301.3,35.27,222.4
188,1194.5,340.0,34.38,246.8
189,795.9,368.7,34.26,275.7
190,1188.7,402.0,33.82,280.0
191,999.9,444.2,30.18,252.7
192,1213.0,455.2,29.26,244.3
193,1094.2,438.1,29.26,249.0
194,1094.5,435.8,29.27,245.7
195,545.0,457.7,29.33,250.0
196,1150.0,454.4,29.45,262.6
197,472.9,436.2,32.47,275.2
198,578.9,326.8,35.02,251.1
199,654.0,304.6,34.67,252.8
200,578.5,325.7,31.1,222.7
201,478.5,292.4,29.12,139.5
202,531.1,264.9,29.12,133.3
203,565.4,246.9,29.13,136.1
204,526.5,255.4,29.14,139.2
205,612.0,275.6,29.13,139.2
206,1459.4,286.1,29.14,142.9
207,1232.2,301.2,29.37,148.3
208,531.8,339.9,34.86,258.1
209,542.3,300.0,37.19,228.3
210,799.3,292.6,64.17,210.7
211,538.8,301.8,35.09,226.9
212,536.9,354.9,34.6,272.9
213,469.6,391.5,34.44,290.8
214,1225.0,426.6,30.95,274.0
215,546.1,425.1,29.33,247.3
216,617.0,469.5,29.05,228.6
217,1438.6,477.8,29.03,228.7
218,592.3,464.9,29.04,235.6
219,545.5,462.5,29.1,218.5
220,1238.4,451.6,30.93,254.7
221,562.2,414.3,34.26,297.7
222,565.0,309.0,34.6,242.5
223,687.8,243.0,34.57,213.2
224,1109.6,96.0,29.23,111.8
225,478.7,80.5,27.55,102.4
226,477.8,69.1,27.5,100.3
227,1130.3,84.2,27.46,102.9
228,551.8,87.8,27.44,109.5
229,1128.5,93.5,27.42,105.5
230,1128.6,100.3,27.42,109.8
231,552.6,165.5,28.16,157.7
232,565.0,332.5,34.59,281.6
233,735.2,283.2,61.96,243.8
234,822.7,289.5,59.9,226.4
235,795.3,282.6,37.87,247.4
236,545.4,301.7,34.56,247.6
237,542.8,357.1,34.36,293.9
238,659.0,386.4,33.62,316.9
239,1233.6,470.9,30.9,299.4
240,1154.9,455.4,29.61,292.4
241,556.0,468.1,29.54,285.8
242,591.9,449.9,29.54,283.7
243,563.1,446.6,29.57,278.3
244,1145.4,453.2,29.69,278.8
245,476.9,421.4,32.04,284.1
246,1587.7,293.4,34.99,256.1
247,697.1,284.0,34.97,230.8
248,1204.2,330.2,33.69,233.4
249,599.8,295.5,30.4,197.8
250,482.5,296.4,29.87,190.1
251,599.8,271.8,29.84,180.9
252,1111.2,276.7,29.84,161.7
253,1107.9,297.9,29.69,157.2
254,1107.8,304.0,29.65,150.5
255,1318.0,282.6,29.89,160.7
256,545.4,319.7,34.38,148.4
257,496.8,292.0,35.23,132.0
258,1328.4,270.7,35.1,112.9
259,723.9,296.3,34.22,115.0
260,556.9,343.5,33.63,120.3
261,1211.5,386.5,32.43,131.5
262,1003.9,465.9,28.88,137.9
263,1155.5,393.6,26.49,135.5
264,555.6,391.0,25.96,144.3
265,555.5,393.5,25.95,143.4
266,555.7,394.2,25.96,140.7
267,536.6,396.7,26.01,141.4
