,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,554.5,422.9,23.35,2.4
1,554.0,458.1,23.33,2.4
2,553.5,477.4,23.31,2.3
3,461.8,517.7,23.29,2.4
4,461.8,501.6,23.29,4.6
5,462.1,511.0,23.31,2.7
6,478.6,469.1,21.45,2.8
7,9.7,246.0,7.59,1.6
8,0.0,230.9,0.01,0.3
9,0.0,209.8,0.01,0.3
10,0.0,213.8,0.01,0.8
11,0.0,164.7,0.01,0.5
12,0.0,201.8,0.01,0.4
13,0.0,205.7,0.01,0.4
14,0.0,160.0,0.01,0.3
15,485.8,239.3,22.79,1.3
16,527.9,559.0,25.61,1.9
17,529.1,420.1,27.94,8.3
18,527.0,452.5,27.33,3.4
19,1283.2,567.2,27.34,3.2
20,486.6,584.3,27.32,1.7
21,1280.9,570.7,27.29,1.6
22,1278.7,591.8,27.25,1.6
23,1173.5,584.1,24.06,1.6
24,472.4,539.0,23.43,1.6
25,1151.5,554.7,23.81,1.6
26,1183.9,584.9,24.5,1.6
27,1335.6,588.1,26.71,1.9
28,1276.2,574.6,26.75,2.5
29,526.0,572.5,28.47,3.9
30,1083.5,475.4,27.99,5.4
31,9.9,238.4,8.83,1.8
32,10.1,127.2,8.27,1.1
33,10.1,139.1,8.27,1.1
34,10.1,155.7,8.27,1.1
35,10.2,161.7,8.26,1.3
36,9.8,179.9,8.25,1.3
37,0.0,160.1,0.01,1.1
38,0.0,102.1,0.01,1.1
39,1264.1,219.7,27.53,1.4
40,1160.0,444.7,35.78,429.9
41,816.2,504.6,54.26,383.3
42,790.9,497.1,54.65,401.7
43,788.9,495.8,39.0,395.5
44,1285.1,473.6,38.44,402.5
45,1166.6,473.5,37.52,391.9
46,1188.8,464.7,35.32,393.6
47,1186.2,473.4,34.77,383.9
48,537.7,463.9,33.46,383.9
49,1174.6,499.0,32.3,356.8
50,587.1,481.3,31.54,345.1
51,544.3,506.1,31.76,323.5
52,1421.1,498.3,31.55,235.2
53,555.2,493.6,33.78,264.9
54,568.3,486.9,34.41,264.7
55,559.3,428.5,26.13,115.3
56,1222.3,344.7,20.83,96.8
57,483.6,305.8,20.25,96.5
58,482.4,303.0,20.2,96.9
59,481.2,346.5,19.97,97.2
60,9.8,283.7,7.93,97.2
61,0.0,307.9,0.0,95.8
62,0.0,300.8,0.0,95.6
63,1194.6,373.9,21.14,97.8
64,547.9,504.1,32.83,166.7
65,812.6,504.9,63.37,171.2
66,737.1,522.3,36.9,171.4
67,547.1,520.5,36.23,171.5
68,635.9,521.8,35.44,172.2
69,551.6,520.3,33.04,167.7
70,547.4,520.8,31.53,145.9
71,483.2,537.7,30.23,145.8
72,562.3,539.9,30.08,145.8
73,562.1,554.2,30.12,145.7
74,562.1,556.4,30.23,145.7
75,547.8,547.8,30.64,145.8
76,548.8,533.1,31.11,145.9
77,606.1,527.2,45.78,171.1
78,560.8,517.4,34.82,174.8
79,605.9,361.2,26.51,103.3
80,1174.4,328.2,22.92,98.4
81,548.4,296.6,22.78,97.6
82,546.5,262.1,23.07,98.0
83,544.9,315.3,23.0,98.2
84,1234.6,324.5,22.37,98.2
85,487.0,314.2,20.8,97.1
86,542.4,296.4,22.9,97.5
87,533.7,321.2,25.45,99.5
88,487.7,412.0,30.98,241.7
89,562.2,429.1,58.7,309.2
90,546.1,435.0,32.91,307.5
91,545.4,440.5,32.26,321.5
92,544.5,452.8,32.22,338.9
93,546.2,462.4,32.67,414.5
94,1315.6,467.0,31.48,360.2
95,490.5,500.5,29.88,366.5
96,489.8,489.4,29.84,377.0
97,582.2,466.7,30.73,327.7
98,1207.4,527.7,30.76,318.1
99,1259.8,519.7,31.09,303.0
100,528.5,514.2,31.19,306.4
101,1368.7,520.6,34.86,336.5
102,551.8,507.9,35.43,342.5
103,493.8,370.0,31.25,236.7
104,10.1,206.0,8.45,110.7
105,9.8,215.0,8.18,108.3
106,9.8,237.4,8.41,112.6
107,9.8,244.1,8.4,116.8
108,10.0,226.0,8.39,124.2
109,0.0,297.0,1.62,118.6
110,0.0,230.0,0.01,83.4
111,564.8,306.4,24.43,78.7
112,1024.1,397.2,29.42,264.0
113,1370.4,402.1,46.56,294.5
114,1290.2,410.0,34.7,282.1
115,494.2,419.6,30.35,259.2
116,1040.4,376.0,29.52,236.0
117,482.8,430.8,29.08,136.8
118,1260.9,494.0,28.65,73.5
119,529.4,613.3,27.76,30.5
120,522.6,566.2,27.62,30.6
121,1267.7,552.6,27.48,30.6
122,1211.6,545.7,27.47,30.7
123,1169.6,555.8,27.7,30.7
124,1239.5,566.9,28.51,43.8
125,1138.5,540.5,31.66,56.3
126,1570.0,547.3,30.52,56.3
127,477.2,275.8,21.93,1.5
128,9.8,228.8,8.24,1.4
129,9.8,264.3,8.12,1.4
130,9.8,257.9,8.11,1.5
131,9.8,246.1,8.1,1.4
132,9.8,241.0,8.03,1.3
133,0.0,221.0,1.56,1.3
134,9.8,249.6,8.08,1.3
135,534.8,411.0,24.8,1.3
136,1158.8,456.0,29.02,4.4
137,1197.5,473.7,29.67,4.6
138,1186.2,493.3,28.9,4.6
139,1160.4,507.5,28.74,3.7
140,525.7,497.4,28.69,1.9
141,594.4,512.6,27.47,1.6
142,1179.1,518.7,25.2,1.6
143,1180.0,465.2,24.29,5.7
144,487.6,536.4,23.5,5.9
145,470.5,537.7,23.12,6.1
146,486.7,529.4,23.33,6.2
147,462.7,511.1,23.46,6.4
148,468.3,522.4,23.71,6.1
149,517.9,466.4,24.55,6.0
150,1175.9,446.2,24.25,5.8
151,465.3,303.1,20.0,5.3
152,491.2,254.6,20.09,4.9
153,489.1,238.2,21.52,4.8
154,475.7,130.4,21.07,4.5
155,489.2,159.2,21.63,4.4
156,473.0,149.0,21.87,3.9
157,542.8,215.3,21.62,4.0
158,489.1,139.5,21.77,3.9
159,1026.0,305.0,29.14,234.6
160,1188.3,467.6,34.08,329.3
161,547.3,505.3,34.99,273.6
162,548.4,465.8,34.41,285.2
163,543.0,522.2,34.23,281.5
164,547.0,556.4,33.29,278.2
165,545.9,546.6,33.11,289.1
166,1182.6,542.0,31.94,288.8
167,570.5,495.4,30.72,282.2
168,1232.0,468.5,29.64,276.7
169,1239.7,427.5,28.35,240.5
170,1176.6,449.8,28.39,233.6
171,1192.9,508.2,28.24,189.5
172,473.8,515.3,28.57,286.1
173,530.5,578.7,29.42,313.8
174,528.5,537.3,29.74,314.5
175,532.4,391.5,26.98,200.3
176,576.9,287.8,26.41,165.0
177,1017.3,288.9,25.93,152.4
178,1236.9,269.7,25.54,137.1
179,1236.9,383.0,24.86,134.8
180,1238.1,276.5,24.73,132.0
181,1238.8,252.5,24.75,128.0
182,1231.5,265.2,24.75,131.9
183,541.2,476.8,28.14,94.8
184,699.9,521.6,30.28,199.3
185,493.6,477.8,34.02,208.2
186,1479.4,523.3,30.8,171.9
187,728.4,535.5,30.3,143.5
188,799.2,547.9,30.09,138.0
189,1195.3,540.5,29.64,128.5
190,1005.2,541.0,26.81,68.5
191,528.8,529.0,25.52,67.7
192,1027.5,547.1,25.22,67.2
193,613.8,549.8,25.2,67.0
194,613.4,546.8,25.18,67.1
195,1026.1,536.8,25.18,67.3
196,466.4,551.2,26.32,67.9
197,478.0,543.9,28.53,93.7
