,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,473.5,174.2,18.95,0.3
1,471.8,173.0,18.88,0.3
2,12.6,171.5,18.84,0.3
3,12.5,171.6,18.8,0.3
4,472.3,171.6,18.78,0.3
5,12.7,172.7,18.78,0.3
6,469.5,174.6,18.79,0.3
7,473.6,160.9,18.39,0.3
8,473.0,109.3,9.95,11.0
9,474.9,115.5,9.99,21.8
10,477.4,111.6,10.04,21.6
11,478.9,122.6,10.08,22.6
12,479.6,116.3,10.09,20.6
13,479.5,118.6,10.09,21.1
14,479.3,138.9,10.08,20.0
15,479.1,155.3,10.08,9.7
16,483.6,154.3,13.69,0.3
17,485.0,156.0,13.73,0.3
18,530.7,159.5,21.04,0.3
19,483.0,159.7,13.79,0.3
20,481.4,156.4,13.75,0.3
21,484.0,158.4,13.7,0.4
22,482.1,157.4,13.65,0.4
23,479.2,152.4,10.12,0.4
24,10.0,154.0,8.42,0.4
25,10.0,126.5,8.4,0.4
26,10.0,128.4,8.38,0.4
27,9.9,128.6,8.38,0.4
28,9.9,127.0,8.37,0.4
29,10.0,128.8,8.38,0.4
30,9.8,138.4,8.41,0.4
31,10.0,122.0,8.45,0.4
32,9.8,99.0,8.47,0.4
33,9.9,115.1,8.51,0.4
34,10.1,111.1,8.54,0.4
35,10.2,108.6,8.56,0.4
36,10.0,110.0,8.58,0.4
37,10.2,106.4,8.58,0.4
38,10.2,120.0,8.79,0.4
39,499.6,157.8,20.0,0.4
40,488.0,172.3,20.05,0.3
41,560.4,167.1,25.35,0.3
42,557.4,166.4,25.49,0.3
43,605.5,161.6,25.26,0.3
44,552.9,162.3,25.18,0.3
45,551.2,163.9,25.11,0.3
46,573.8,170.5,23.21,0.3
47,602.3,183.4,21.35,0.3
48,600.0,178.6,21.29,0.3
49,598.6,177.6,21.25,0.3
50,597.8,180.2,21.22,0.3
51,597.7,182.3,21.21,0.5
52,597.8,177.9,21.22,0.5
53,598.7,170.3,21.25,0.3
54,601.7,189.5,21.36,0.3
55,575.7,169.1,23.18,0.3
56,610.0,150.1,21.65,0.3
57,490.5,129.1,21.63,0.4
58,610.4,130.9,21.66,0.4
59,559.9,147.1,21.68,0.3
60,571.1,141.2,21.71,0.3
61,534.0,112.8,21.68,0.4
62,534.2,119.1,21.71,0.4
63,496.0,165.9,22.73,0.3
64,583.4,187.5,30.05,2.5
65,668.0,196.8,31.81,1.0
66,1215.2,204.0,58.53,1.0
67,584.3,196.0,31.68,1.1
68,668.7,196.4,30.01,2.8
69,570.1,201.7,29.91,1.6
70,591.1,192.6,28.46,1.0
71,527.8,188.6,23.96,0.8
72,558.7,187.9,23.89,1.8
73,557.3,189.3,23.84,14.0
74,555.5,189.9,23.8,2.5
75,556.3,198.1,23.79,2.3
76,556.2,198.7,23.79,2.4
77,512.3,202.3,23.82,2.3
78,586.6,197.6,23.94,1.3
79,559.0,179.0,26.96,0.3
