,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,0.0,103.1,0.0,0.0
1,0.0,126.3,0.0,0.0
2,0.0,135.2,0.0,0.0
3,0.0,218.1,0.0,0.0
4,0.0,126.7,0.0,0.0
5,0.0,154.8,0.0,0.0
6,0.0,138.3,0.0,0.0
7,0.0,159.3,0.0,0.0
8,0.0,111.9,0.0,0.0
9,0.0,113.1,0.0,0.0
10,0.0,101.3,0.0,0.0
11,0.0,113.5,0.0,0.0
12,0.0,116.1,0.0,0.0
13,0.0,100.9,0.0,0.0
14,0.0,103.3,0.0,0.0
15,0.0,88.6,0.0,0.0
16,0.0,91.6,0.0,0.0
17,0.0,99.3,0.0,0.0
18,0.0,96.5,0.0,0.0
19,0.0,133.2,0.0,0.0
20,0.0,138.3,0.0,0.0
21,0.0,93.0,0.0,0.0
22,0.0,87.2,0.0,0.0
23,0.0,114.5,0.0,0.0
24,0.0,109.8,0.0,0.0
25,0.0,130.4,0.0,0.0
26,0.0,100.7,0.0,0.0
27,0.0,94.6,0.0,0.0
28,0.0,90.5,0.0,0.0
29,0.0,107.4,0.0,0.0
30,0.0,99.3,0.0,0.0
31,0.0,105.1,0.0,0.0
32,0.0,92.2,0.0,0.0
33,0.0,94.3,0.0,0.0
34,0.0,104.4,0.0,0.0
35,0.0,95.5,0.0,0.0
36,0.0,100.0,0.0,0.0
37,0.0,99.7,0.0,0.0
38,0.0,87.5,0.0,0.0
39,9.9,94.8,1.66,0.0
40,532.6,184.1,31.07,5.6
41,1029.6,139.6,61.71,4.9
42,525.5,134.6,32.94,2.5
43,1179.1,183.6,31.69,2.9
44,1165.3,182.8,31.63,4.0
45,0.0,217.1,31.17,5.1
46,1294.2,182.8,31.01,5.8
47,1318.4,180.3,31.82,5.3
48,1176.3,222.8,30.85,7.1
49,1266.9,252.9,29.84,6.9
50,1271.0,249.5,29.43,0.4
51,1177.4,334.9,29.42,0.5
52,1179.6,148.7,28.93,0.5
53,0.0,134.3,0.66,0.4
54,0.0,118.5,0.0,0.3
55,0.0,115.7,0.0,0.3
56,0.0,99.8,0.0,0.3
57,0.0,115.5,0.0,0.4
58,0.0,111.9,0.0,0.6
59,0.0,119.7,0.0,0.4
60,0.0,168.1,0.0,0.3
61,0.0,95.9,0.0,0.4
62,0.0,110.2,0.0,0.4
63,0.0,91.3,0.0,0.4
64,0.0,101.4,0.0,0.3
65,0.0,111.9,0.0,0.2
66,0.0,119.2,0.0,0.2
67,0.0,91.4,0.0,0.2
68,0.0,98.3,0.0,0.2
69,0.0,90.8,0.0,0.1
70,0.0,90.7,0.0,0.1
71,0.0,134.1,0.0,0.1
72,0.0,127.7,0.0,0.1
73,0.0,119.5,0.0,0.2
74,0.0,122.8,0.0,0.1
75,0.0,96.2,0.0,0.2
76,0.0,125.7,0.0,0.2
77,0.0,100.2,0.0,0.1
78,0.0,94.7,0.0,0.1
79,0.0,98.0,0.0,0.1
80,0.0,89.5,0.0,0.2
81,9.8,88.5,7.87,0.4
82,0.0,97.5,21.39,0.4
83,482.4,119.5,21.4,0.6
84,475.6,109.7,21.13,0.6
85,0.0,97.5,20.82,0.5
86,1281.4,107.8,20.61,0.6
87,1287.7,92.8,21.91,1.4
88,472.5,136.7,23.25,1.7
89,475.7,130.5,35.66,0.6
90,475.5,124.7,20.35,0.2
91,473.7,120.7,19.12,0.0
92,10.3,120.7,9.1,0.0
93,0.0,120.1,1.47,0.0
94,0.0,117.3,0.2,0.0
95,0.0,119.2,0.0,0.0
96,0.0,122.4,0.0,0.0
97,0.0,117.4,0.01,0.0
98,0.0,92.1,0.01,0.0
99,0.0,101.6,0.01,0.0
100,0.0,100.0,0.01,0.0
101,0.0,112.6,0.01,0.1
102,0.0,100.6,0.01,0.7
