,srmer_co2e,lrmer_co2e,total_cost_enduse,aer_load_co2e
0,465.0,278.2,29.53,217.2
1,517.7,358.4,28.01,211.7
2,558.5,444.9,27.47,211.7
3,460.2,439.0,27.26,211.7
4,483.1,370.1,27.35,211.7
5,1163.0,321.5,27.98,211.6
6,1164.1,311.2,28.01,210.7
7,480.5,104.6,24.77,154.2
8,0.0,65.3,0.0,155.4
9,0.0,63.2,0.0,151.2
10,0.0,64.1,0.0,135.2
11,10.0,68.9,8.42,123.4
12,10.0,67.6,8.54,125.6
13,10.0,67.3,8.44,122.7
14,10.0,67.0,8.52,124.8
15,477.1,71.6,18.48,121.9
16,475.3,174.1,30.32,202.1
17,1254.0,325.7,34.84,308.0
18,1196.5,340.7,32.99,301.0
19,492.3,352.7,31.19,293.3
20,486.7,337.4,30.86,281.5
21,1193.3,315.6,30.6,274.5
22,473.3,356.3,30.04,242.7
23,464.7,449.0,29.52,216.1
24,465.6,567.2,27.11,211.7
25,467.9,581.8,26.24,211.7
26,469.8,577.6,26.38,211.7
27,537.9,562.6,27.05,211.7
28,526.3,470.6,28.35,211.7
29,1114.0,351.9,29.59,218.2
30,523.9,308.5,30.54,279.6
31,478.5,139.5,30.01,172.0
32,469.6,69.9,23.84,120.7
33,519.6,68.3,22.34,119.5
34,1174.5,52.1,22.73,123.7
35,533.6,40.5,23.4,134.5
36,1240.0,42.6,24.59,149.4
37,472.6,69.6,22.6,137.0
38,526.0,70.1,22.38,136.4
39,621.6,44.9,24.8,142.7
40,1319.2,245.8,33.13,271.4
41,582.3,274.4,38.15,332.4
42,571.8,281.7,45.01,332.2
43,1245.4,299.5,67.3,331.9
44,1337.7,272.2,37.85,330.5
45,804.6,353.2,36.18,331.1
46,583.9,605.9,33.72,330.9
47,521.8,540.7,32.87,322.0
48,542.6,637.1,32.33,315.2
49,1335.0,642.0,32.17,312.1
50,1323.5,645.3,32.17,312.1
51,531.5,618.7,32.77,315.7
52,1235.0,496.7,33.78,330.7
53,1292.3,287.8,37.13,330.4
54,787.7,302.2,40.7,347.7
55,1274.0,212.6,38.23,250.7
56,10.2,60.7,8.65,97.3
57,0.0,49.8,0.0,99.4
58,0.0,55.6,0.0,101.3
59,0.0,62.8,0.0,104.8
60,0.0,82.5,0.0,105.6
61,0.0,81.0,0.0,124.7
62,0.0,91.2,0.0,127.4
63,0.0,68.6,0.0,110.1
64,1287.9,144.5,36.39,277.5
65,1295.4,377.2,43.27,382.5
66,911.0,427.1,526.79,392.7
67,910.5,418.3,479.46,393.6
68,1294.9,438.3,102.03,382.3
69,1298.4,502.0,39.81,380.7
70,1279.8,465.4,37.64,378.5
71,565.6,505.7,36.61,362.4
72,1372.8,548.0,35.83,360.4
73,1372.8,538.6,35.83,360.4
74,562.2,537.4,36.13,360.5
75,1257.2,495.1,36.72,362.5
76,1182.6,389.0,37.67,378.8
77,1178.8,432.5,1139.28,381.5
78,984.6,472.0,1748.04,399.1
79,914.1,230.3,40.89,316.1
80,1246.6,40.2,30.63,166.1
81,478.6,49.5,27.04,157.7
82,0.0,44.1,0.0,171.8
83,0.0,49.7,0.0,175.6
84,0.0,55.4,0.0,196.0
85,0.0,60.4,0.0,242.6
86,0.0,71.6,0.0,248.5
87,0.0,54.5,0.0,227.3
88,1249.1,241.9,32.3,280.5
89,628.8,373.1,37.63,360.2
90,826.1,409.7,73.24,360.3
91,628.6,429.5,39.74,359.3
92,532.7,389.2,37.67,359.8
93,1284.4,467.3,36.76,354.0
94,1366.4,505.8,35.36,346.4
95,536.8,594.8,33.5,344.8
96,521.5,625.0,33.09,332.9
97,543.3,634.3,33.08,335.5
98,517.4,626.7,33.06,343.1
99,535.0,494.1,33.39,349.1
100,537.6,394.6,36.34,355.5
101,549.7,353.3,378.52,370.9
102,842.6,415.6,796.72,361.9
103,807.9,223.2,42.73,303.2
104,476.6,25.5,29.17,116.3
105,0.0,57.8,0.0,122.0
106,0.0,75.2,0.0,124.6
107,0.0,81.6,0.0,131.3
108,0.0,87.5,0.0,137.9
109,0.0,74.0,0.0,162.5
110,0.0,74.5,0.0,170.4
111,0.0,79.2,0.0,142.6
112,533.6,171.3,31.27,246.2
113,744.8,283.7,37.4,331.5
114,538.1,298.7,43.48,332.5
115,537.3,290.7,42.19,332.4
116,534.3,295.4,35.94,332.1
117,564.5,430.8,34.93,331.7
118,1402.7,535.0,33.45,331.3
119,1258.7,764.5,32.53,312.5
120,535.1,738.5,31.77,312.4
121,531.3,736.9,31.43,312.4
122,1185.8,751.6,31.53,315.4
123,1304.8,772.0,32.14,315.6
124,1191.9,438.4,33.44,328.3
125,546.1,298.3,36.61,336.4
126,913.9,303.9,44.11,357.4
127,536.6,172.6,36.69,260.2
128,479.8,39.3,27.41,110.2
129,0.0,73.2,0.0,115.7
130,0.0,75.3,0.0,132.6
131,0.0,71.0,0.0,142.2
132,0.0,73.8,0.0,148.2
133,0.0,80.3,0.0,151.0
134,0.0,72.3,0.0,153.3
135,0.0,75.9,0.0,151.0
136,1013.0,112.6,30.53,200.0
137,536.2,274.5,35.22,316.9
138,535.5,281.4,35.2,305.6
139,1181.7,282.2,34.62,302.4
140,1172.5,332.6,33.06,304.3
141,1193.2,368.7,32.59,301.3
142,1165.2,526.7,31.24,301.2
143,1227.6,630.7,30.19,248.4
144,471.1,548.6,29.91,226.0
145,470.9,558.0,29.87,221.7
146,470.9,561.0,29.87,219.6
147,471.1,546.4,29.91,225.6
148,484.7,568.5,30.31,248.8
149,1161.6,583.4,30.91,283.3
150,1186.6,605.3,35.01,279.7
151,489.1,317.8,31.1,184.5
152,620.5,77.7,25.19,117.1
153,491.0,87.4,24.28,106.1
154,541.0,97.3,24.1,105.6
155,558.5,107.4,24.09,106.7
156,466.9,98.0,24.08,107.4
157,10.1,102.0,8.58,108.7
158,0.0,98.2,0.0,114.1
159,466.5,102.5,24.06,112.3
160,491.3,155.9,30.59,209.7
161,538.0,361.8,35.64,322.0
162,781.7,365.8,61.8,312.8
163,536.2,361.7,35.52,321.5
164,672.3,378.6,34.19,314.4
165,1234.3,418.6,32.53,311.8
166,543.0,419.2,30.88,311.7
167,485.8,584.1,30.52,267.1
168,476.8,542.1,29.83,220.6
169,463.8,539.5,29.46,201.0
170,463.7,542.7,29.45,198.0
171,464.0,538.2,29.47,202.6
172,470.4,545.4,29.84,211.6
173,523.5,637.0,30.42,261.0
174,1181.2,574.8,33.03,267.9
175,610.6,250.5,30.96,166.7
176,0.0,122.4,0.0,93.3
177,0.0,96.7,0.0,87.6
178,0.0,93.5,0.0,88.5
179,0.0,99.0,0.0,91.4
180,0.0,100.5,0.0,95.8
181,0.0,105.9,0.0,89.4
182,0.0,110.1,0.0,94.3
183,0.0,97.1,0.0,91.4
184,488.5,188.5,30.9,216.5
185,538.6,325.2,35.44,315.0
186,546.1,324.7,38.55,314.0
187,537.0,313.1,35.34,314.6
188,535.4,310.8,34.32,314.4
189,1274.7,397.8,32.42,311.8
190,1273.9,616.8,30.89,311.7
191,543.7,520.4,29.65,255.8
192,526.6,512.6,28.93,251.0
193,1324.7,514.0,28.73,251.0
194,1255.3,513.9,28.73,251.0
195,512.6,512.7,28.89,251.0
196,528.1,501.3,29.36,251.0
197,1142.5,520.1,31.7,311.8
198,518.5,349.5,33.93,314.8
199,1216.7,199.9,31.54,248.4
200,467.2,92.2,26.89,146.8
201,467.9,47.1,26.93,145.4
202,468.3,48.3,27.37,148.4
203,477.4,50.8,27.29,158.3
204,1243.5,49.6,27.3,154.2
205,536.0,60.3,26.98,149.9
206,542.7,59.6,26.93,144.8
207,548.1,49.7,27.41,152.4
208,534.1,195.7,32.79,262.9
209,576.1,293.7,37.73,333.1
210,805.9,305.5,45.48,333.1
211,537.1,291.1,37.99,332.6
212,528.5,301.7,34.27,332.3
213,546.5,419.7,32.49,314.9
214,1180.7,597.7,30.83,312.2
215,1135.8,496.9,29.74,264.8
216,1252.6,495.1,29.13,256.3
